,id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
45418,34741536,2 Mins Walking Distance to Empire State Building!,260193759,Manhattan,Midtown,40.748290000000004,-73.98715,Private room,100,1,12,287
45419,34741742,Enjoy the view of Empire State Building!,260193759,Manhattan,Midtown,40.74677,-73.9866,Private room,100,1,13,268
45444,34751224,*Family Friendly* Room I Rooftop BAR I Near Macys,260193759,Manhattan,Midtown,40.74708,-73.98513,Private room,100,1,8,236
45458,34757500,UN Artists Full Floor Loft - 3 Bedroom/2 Bath,101109383,Manhattan,Midtown,40.754870000000004,-73.96898,Entire home/apt,500,3,1,257
45488,34785850,New! Modern Midtown East Sanctury,229486123,Manhattan,Midtown,40.760659999999994,-73.96639,Entire home/apt,479,2,4,286
45494,34788810,Amazing location apt in NYC part2 Women only!,22700616,Manhattan,Midtown,40.74713,-73.98489000000001,Private room,110,3,2,12
45517,34806449,Designer New Apartment in Nomad / Flatiron,43226402,Manhattan,Midtown,40.74305,-73.98368,Entire home/apt,250,30,0,95
45544,34817032,Fantastic Midtown Elegance,94101463,Manhattan,Midtown,40.75316,-73.97099,Entire home/apt,300,3,15,357
45560,34834383,High View of the River,61396454,Manhattan,Midtown,40.755340000000004,-73.96446,Entire home/apt,200,30,0,365
45562,34834531,Cozy 2 Bed 1 Bath- Sutton place,61396454,Manhattan,Midtown,40.754059999999996,-73.96436,Entire home/apt,225,30,0,343
45563,34834620,Fully Renovated 1 Bedroom- Washer Dryer,61396454,Manhattan,Midtown,40.7554,-73.96474,Entire home/apt,200,30,1,289
45564,34834789,The Bulls Horn's,61396454,Manhattan,Midtown,40.75523,-73.96342,Entire home/apt,300,30,0,339
45565,34834869,Gorgeous 2 Bed 1 Bath - Sutton Place,61396454,Manhattan,Midtown,40.754940000000005,-73.96522,Entire home/apt,220,30,0,332
45566,34834953,The Bridge View- Sutton Place,61396454,Manhattan,Midtown,40.75568,-73.96474,Entire home/apt,300,30,0,333
45567,34835013,Fully Renovated One Bedroom- Sutton place,61396454,Manhattan,Midtown,40.75379,-73.96433,Entire home/apt,190,30,1,302
45568,34835072,High End Renovated Apartment - Sutton place,61396454,Manhattan,Midtown,40.75669,-73.96199,Entire home/apt,300,30,0,329
45569,34835303,Renovated Sutton Place Apartment- Free Gym,61396454,Manhattan,Midtown,40.75643,-73.96375,Entire home/apt,300,30,1,333
45570,34835501,The River View- Sutton Place,61396454,Manhattan,Midtown,40.754509999999996,-73.96348,Entire home/apt,190,30,0,365
45588,34843532,✰ RARE FIND ✰ PRIVATE PATIO ✰,229506961,Manhattan,Midtown,40.75935,-73.96471,Entire home/apt,289,2,3,309
45610,34859949,Amazing Townhouse Experience with Private Garden,262800168,Manhattan,Midtown,40.7431,-73.98233,Entire home/apt,1000,2,6,231
45635,34867574,Grand Central/United Nations-New 2Beds2Baths,25157246,Manhattan,Midtown,40.752159999999996,-73.96911999999999,Entire home/apt,159,90,0,330
45636,34868182,➖PRIVATE ROOFTOP ➖ LUXURY LIVING IN NEW YORK CITY!,229498124,Manhattan,Midtown,40.75978,-73.96629,Entire home/apt,489,2,2,320
45654,34890465,Magical Duplex in the Heart of Manhattan!,262990767,Manhattan,Midtown,40.743809999999996,-73.98491999999999,Entire home/apt,590,1,0,365
45674,34900746,Oriana - Luxury High Rise,253361623,Manhattan,Midtown,40.75671,-73.96228,Shared room,150,1,2,67
45711,34922682,"Massive & Convenient 2  Bedroom, 1.5 bath Central",244030009,Manhattan,Midtown,40.74324,-73.98329,Entire home/apt,550,1,0,48
45714,34928988,✨Modern NYC bedroom ￨5 minutes to Empire State✨,173417532,Manhattan,Midtown,40.75175,-73.97381999999999,Private room,140,1,3,85
45719,34931085,Casual Boho Chic 1 Bed Apt in NYC's Midtown East,234975196,Manhattan,Midtown,40.755829999999996,-73.96836,Entire home/apt,120,2,0,0
45769,34944843,"Renovated 2bedroom apt by Grand Central, sleeps 6!",263312564,Manhattan,Midtown,40.75235,-73.97077,Private room,175,1,4,203
45791,34949851,Spacious & Quaint 1 Bed in Midtown,30485701,Manhattan,Midtown,40.7584,-73.97075,Entire home/apt,245,2,7,257
45813,34966969,"Great located 1bd apartment 59
Manhattan/East side",32162806,Manhattan,Midtown,40.7604,-73.96451,Entire home/apt,150,2,3,78
45841,34975056,Beautiful Renovated Modern Townhouse,263506027,Manhattan,Midtown,40.743990000000004,-73.98398,Entire home/apt,850,1,0,0
45853,34977363,Cozy Studio Midtown East,49646933,Manhattan,Midtown,40.75375,-73.97416,Entire home/apt,190,3,1,165
45860,34979429,Not so Ordinary Lexington Pied-à-terre,187981396,Manhattan,Midtown,40.74329,-73.98253000000001,Private room,102,1,1,353
45866,34981466,Lex Penthouse with Private Roof Top Terrace,263564835,Manhattan,Midtown,40.743829999999996,-73.98286,Private room,975,30,0,363
45899,34999128,Nice and cozy ✌ holiday apartment✿,255222056,Manhattan,Midtown,40.75869,-73.96725,Entire home/apt,195,5,12,6
45912,35000596,Sun-Splashed Midtown 3BED Penthouse LOFT,259645972,Manhattan,Midtown,40.756609999999995,-73.97185999999999,Entire home/apt,399,6,1,149
45941,35005368,Large Private Room next Empire State Building,263712096,Manhattan,Midtown,40.74808,-73.9834,Private room,145,1,0,68
45945,35005499,Cozy Corner next to the Empire State Building,263712096,Manhattan,Midtown,40.74673,-73.98305,Shared room,60,1,0,43
45947,35005563,Charming 1BR in Midtown East by Sonder,219517861,Manhattan,Midtown,40.756,-73.98195,Entire home/apt,230,29,0,354
45948,35005592,Superior 1BR in Midtown East by Sonder,219517861,Manhattan,Midtown,40.75547,-73.98245,Entire home/apt,177,29,0,336
45961,35006121,Best Value ❤️Memorable Vacation,155313109,Manhattan,Midtown,40.76383,-73.98368,Entire home/apt,149,1,15,121
45988,35023464,4 Bedrooms 4 Baths at Midtown East Manhattan,146005201,Manhattan,Midtown,40.75821,-73.96313,Entire home/apt,650,30,0,310
45996,35026452,Spacious Midtown East Studio,78290016,Manhattan,Midtown,40.7601,-73.97041999999999,Entire home/apt,179,2,3,128
46000,35028480,4 Bedrooms 4 Bathrooms  at Sutton Place Manhattan,156295223,Manhattan,Midtown,40.75939,-73.96177,Entire home/apt,650,30,0,303
46001,35029487,Beautiful Studio APT in the heart of K-TOWN,76971491,Manhattan,Midtown,40.7482,-73.98599,Entire home/apt,180,1,3,259
46004,35029677,The Sutton Place 2 Bedroom Apartment,61396454,Manhattan,Midtown,40.75547,-73.96248,Entire home/apt,300,30,0,0
46006,35030427,Lovely Studio APT in the center of K-TOWN,76981930,Manhattan,Midtown,40.74848,-73.98631,Entire home/apt,180,1,4,262
46010,35030835,Wonderful Studio Apt in the middle of K-TOWN,65801035,Manhattan,Midtown,40.74646,-73.9863,Entire home/apt,180,1,2,254
46011,35031082,Gorgeous Studio Apt in the area of K-TOWN,150319226,Manhattan,Midtown,40.74669,-73.98749000000001,Entire home/apt,180,1,7,249
46012,35031409,Cozy & Clean Studio Apt in K-TOWN,123936733,Manhattan,Midtown,40.748470000000005,-73.98629,Entire home/apt,180,1,5,260
46015,35032636,Private Room w/a Patio in Center of Manhattan!,263901573,Manhattan,Midtown,40.75476,-73.97118,Private room,135,1,4,29
46034,35037976,Midtown Steal by Rockefeller Center,263901573,Manhattan,Midtown,40.75455,-73.9695,Private room,125,1,8,123
46037,35038124,Gorgeous Downtown Flat With Huge Rooftop Terrace,99246264,Manhattan,Midtown,40.75911,-73.97010999999999,Entire home/apt,479,2,3,120
46038,35038269,"Comfy Space in Living Room, Midtown Manhattan",263901573,Manhattan,Midtown,40.756240000000005,-73.97171,Shared room,99,1,9,15
46039,35038426,Private 2 beds Studio w/sofa Near ESB,211549023,Manhattan,Midtown,40.74781,-73.98769,Entire home/apt,260,2,2,292
46041,35039302,Charming 1 Bedroom Apartment In The Heart of NYC,76168072,Manhattan,Midtown,40.75974,-73.97067,Entire home/apt,235,2,4,129
46046,35040805,Amazing Location! 1 Bedroom Apartment Downtown,57291971,Manhattan,Midtown,40.76044,-73.97012,Entire home/apt,199,2,3,67
46165,35125528,FANTASTIC Large 1 Bedroom near Columbus Circle.,264568970,Manhattan,Midtown,40.76449,-73.98445,Entire home/apt,400,2,0,47
46178,35131138,Cozy 1 Bed in Midtown East,64024615,Manhattan,Midtown,40.75871,-73.96948,Entire home/apt,235,2,4,171
46180,35131393,At Home in the Big City! *New York*,185396542,Manhattan,Midtown,40.7534,-73.97283,Private room,300,5,0,6
46205,35154411,Affordable Suite Steps from Central Park,231281049,Manhattan,Midtown,40.76593,-73.98087,Private room,399,1,3,0
46208,35154668,Studio - Steps from Central Park and Times Square,231281049,Manhattan,Midtown,40.76386,-73.98222,Private room,399,1,2,356
46209,35154803,Modern City Suites - Near Central Park,231281049,Manhattan,Midtown,40.7655,-73.98236999999999,Private room,399,1,1,346
46210,35154913,Two Bathroom Suite steps from Central Park,231281049,Manhattan,Midtown,40.7642,-73.98035,Private room,399,1,6,346
46242,35163290,The Manhattan Club Luxury Junior Suite,16830841,Manhattan,Midtown,40.76401,-73.98051,Private room,365,1,1,342
46256,35166913,City Outside! Tranquility Inside +Private Terrace,229492192,Manhattan,Midtown,40.760220000000004,-73.96607,Entire home/apt,229,1,2,356
46278,35182202,Perfect 4b4b place for groups in dawntawn,127805063,Manhattan,Midtown,40.75778,-73.96186,Entire home/apt,500,4,0,302
46343,35204821,Spacious for big family or groups. Well located,127805063,Manhattan,Midtown,40.75803,-73.96224000000001,Entire home/apt,350,30,0,283
46358,35220970,Quiet and cosy room in Midtown Manhattan,5752329,Manhattan,Midtown,40.75258,-73.99311,Private room,90,1,9,0
46411,35233962,Beautiful 1BR Apt. by Times Square and Bryant Park,264950723,Manhattan,Midtown,40.75287,-73.98631,Entire home/apt,350,4,1,2
46422,35237894,"Stunning & Unique 2-Bed, 2-Bath Downtown Apartment",264489766,Manhattan,Midtown,40.75392,-73.96862,Entire home/apt,459,2,0,136
46465,35263416,Spend Thanksgiving in New York City,157834976,Manhattan,Midtown,40.75152,-73.97313,Private room,750,4,0,193
46549,35311495,Manhattan Best Location Comfortable Space -1~2p,179336958,Manhattan,Midtown,40.74667,-73.98513,Private room,120,3,1,364
46584,35330887,"Large Studio near Time Square, UN, and much more!",23853826,Manhattan,Midtown,40.75144,-73.9709,Entire home/apt,220,3,1,334
46599,35341044,New Stunning 1 Bed in Midtown East #6133,129739088,Manhattan,Midtown,40.755959999999995,-73.96581,Entire home/apt,180,30,0,176
46602,35341959,The dream,265025516,Manhattan,Midtown,40.75088,-73.971,Entire home/apt,500,4,0,100
46606,35343097,Modern Royal Suite in Manhattan - New York City!,221213143,Manhattan,Midtown,40.74217,-73.98398,Entire home/apt,299,1,0,339
46615,35345370,EXCLUSIVE Apartment ~ NEW LUXURY boutique building,211595859,Manhattan,Midtown,40.74488,-73.98245,Entire home/apt,300,30,5,90
46623,35348683,Central Park/Times Square Luxury Suite,16830841,Manhattan,Midtown,40.76372,-73.98182,Private room,358,1,2,322
46628,35349443,曼哈顿奢侈公寓次卧Manhattan luxury apartment second bedroom,266128085,Manhattan,Midtown,40.748000000000005,-73.98831,Private room,55,30,0,41
46641,35353949,Spacious Two Bedroom-Prime Manhattan Midtown Loc,17689167,Manhattan,Midtown,40.75124,-73.98451,Entire home/apt,342,3,2,40
46658,35371114,August 25-28 Manhatten! Total suite sleeps 4 or 5.,96019,Manhattan,Midtown,40.76527,-73.98139,Private room,299,3,0,3
46664,35374230,Charming 2BR Apartment in Midtown Manhattan,264851724,Manhattan,Midtown,40.75508,-73.96706999999999,Entire home/apt,347,3,4,157
46724,35408455,1 lovely bedroom in the heart of Midtown Manhattan,68832366,Manhattan,Midtown,40.763290000000005,-73.97543,Private room,100,6,4,191
46733,35412877,Spacious Full Floor Loft near Hudson Yards,260267559,Manhattan,Midtown,40.754259999999995,-73.98968,Entire home/apt,489,3,1,259
46793,35448360,Oversized Studio in the Heart of Midtown,207897448,Manhattan,Midtown,40.7575,-73.9643,Entire home/apt,185,2,3,43
46981,35521170,Small cozy bedroom in the heart of Manhattan.,254015746,Manhattan,Midtown,40.7459,-73.98663,Private room,280,2,1,363
47044,35570498,Stunning Midtown Apt near U.N. and Central Park,267627839,Manhattan,Midtown,40.75563,-73.96621,Entire home/apt,175,28,0,340
47053,35573043,"TIMES SQUARE! Minutes Away, Studio Apartment",257348210,Manhattan,Midtown,40.75372,-73.97232,Entire home/apt,350,3,0,51
47077,35579504,Sunny 4 br 2 bath duplex in the heart of Manhattan,267698769,Manhattan,Midtown,40.74512,-73.98212,Entire home/apt,395,1,4,296
47094,35595716,Our slice of the Big Apple - good for large groups,266569093,Manhattan,Midtown,40.75519,-73.97010999999999,Entire home/apt,800,30,0,266
47102,35598116,Best Value ❤ Memorable Vacation in NYC,267678006,Manhattan,Midtown,40.765370000000004,-73.98375,Entire home/apt,320,1,7,121
47115,35601555,The High Rise Apartment,61396454,Manhattan,Midtown,40.75424,-73.96415999999999,Entire home/apt,300,30,0,338
47123,35603965,Charming Sunny and Quiet Designer Suite,267651337,Manhattan,Midtown,40.7569,-73.96623000000001,Entire home/apt,170,30,0,332
47125,35604447,Empire State Studio Apt,267860635,Manhattan,Midtown,40.74307,-73.98385999999999,Entire home/apt,170,1,3,270
47149,35609328,Central Park/ Times Square -Bright and Quiet 1 BDR,267175603,Manhattan,Midtown,40.76551,-73.98217,Entire home/apt,190,3,2,23
47189,35618225,Huge studio in a doorman bld in midtown manhattan,4481028,Manhattan,Midtown,40.75249,-73.9689,Entire home/apt,140,3,1,5
47204,35634901,Prime Midtown 2 Bdrm apt near Central Park & 5 Ave,102373033,Manhattan,Midtown,40.76355,-73.98102,Entire home/apt,249,3,1,149
47228,35646392,Luxury Junior Suite - Manhattan Club Near Park,16830841,Manhattan,Midtown,40.763909999999996,-73.98028000000001,Private room,358,1,0,349
47230,35646539,Manhattan Club Luxury Junior Suite - Best Location,16830841,Manhattan,Midtown,40.76553,-73.98148,Private room,358,1,0,353
47245,35653043,"Steps from Central Park, private bdrm, 2 full bath",93533725,Manhattan,Midtown,40.76465,-73.98155,Private room,350,2,0,38
47272,35669975,Diamond place ✿✿ to rest in NYC center,268119713,Manhattan,Midtown,40.75855,-73.96661,Entire home/apt,300,30,0,155
47333,35692073,Prime location! 5BR with 3BA Townhouse + Patio!,268207118,Manhattan,Midtown,40.75959,-73.96473,Entire home/apt,279,3,2,244
47361,35707820,"Beautiful Midtown Apt by Grand Central, Sleeps 5!",141059668,Manhattan,Midtown,40.75237,-73.97091999999999,Entire home/apt,150,1,0,223
47367,35709161,"Beautiful Midtown Apt by Grand Central, Sleeps 4!",41833764,Manhattan,Midtown,40.751740000000005,-73.9706,Entire home/apt,145,1,1,277
47370,35709724,Private Studio steps from Herald Square ☆,218335154,Manhattan,Midtown,40.743390000000005,-73.98205,Entire home/apt,250,1,0,360
47371,35709825,Studio w Laundry Minutes from Major Attractions ☆,218335154,Manhattan,Midtown,40.74335,-73.98286999999999,Entire home/apt,250,1,3,360
47377,35710684,"Large Midtown Apartment by Grand Central, Sleeps 4",143959643,Manhattan,Midtown,40.75284,-73.97088000000001,Entire home/apt,145,1,0,310
47394,35713310,Premier Two Queens close to Central Park,261761196,Manhattan,Midtown,40.76542,-73.98192,Private room,300,1,0,321
47395,35713334,Two Doubles in Historical Central Park Hotel,261761196,Manhattan,Midtown,40.765229999999995,-73.98049,Private room,250,1,0,306
47396,35713354,Carnegie Hall Two Queens with Corner View,261761196,Manhattan,Midtown,40.76546,-73.9806,Private room,300,1,0,317
47437,35735657,A Stylist's entire apt (2BDs) in heart of NYC!!,28580275,Manhattan,Midtown,40.75823,-73.96509,Entire home/apt,290,1,0,286
47449,35740337,"CENTRAL PARK APARTMENT 
BEST LOCATION IN NYC",4955986,Manhattan,Midtown,40.76364,-73.97589,Entire home/apt,249,2,0,253
47451,35740468,Studio at Hilton Club Residence - Manhattan's Best,6524762,Manhattan,Midtown,40.76303,-73.97896,Entire home/apt,380,1,0,364
47456,35741268,Studio at Hilton Club Residence - Manhattan's Best,6524762,Manhattan,Midtown,40.76218,-73.98002,Entire home/apt,380,2,0,2
47457,35742470,⍟Times Square | The Feeling of Home in Manhattan⍟,181773256,Manhattan,Midtown,40.7509,-73.98557,Entire home/apt,450,1,0,65
47513,35783252,Feel like home room in Manhattan,98662265,Manhattan,Midtown,40.750609999999995,-73.97233,Private room,85,1,1,43
47536,35795817,Newly Furnished 2 Bed 1 Bath,61396454,Manhattan,Midtown,40.75508,-73.96379,Entire home/apt,220,30,0,343
47537,35795970,Sutton Place High Rise,61396454,Manhattan,Midtown,40.755179999999996,-73.96306,Entire home/apt,190,30,0,365
47541,35797061,Affordable Midtown East 2 bedrooms/2 bathrooms,269264973,Manhattan,Midtown,40.759029999999996,-73.96669,Entire home/apt,199,7,0,134
47542,35798549,"concrete jungle, dreams are made, Studio nextdoor",216289751,Manhattan,Midtown,40.7518,-73.97158,Entire home/apt,145,3,0,62
47544,35798701,Charming 2 bed's in Midtown East Near U.N,51589519,Manhattan,Midtown,40.757259999999995,-73.96670999999999,Entire home/apt,180,28,0,338
47589,35819469,Best Location! Massive 5BR Townhouse w/ Deck!,255306962,Manhattan,Midtown,40.7624,-73.9693,Entire home/apt,299,30,2,248
47606,35830404,Beautiful Designed Studio Right of Grand Central!!,263205756,Manhattan,Midtown,40.75229,-73.96953,Entire home/apt,155,1,2,300
47607,35830870,Large 2Bedroom Apartment right off Grand Central!!,20053314,Manhattan,Midtown,40.75161,-73.97025,Entire home/apt,175,1,0,250
47610,35831203,Beautiful 2 bedroom by Grand Central and the UN!!!,79008205,Manhattan,Midtown,40.751090000000005,-73.97086,Entire home/apt,155,1,0,244
47611,35831474,"Large Apt with Patio, walking to Times Square!!!!!",79008205,Manhattan,Midtown,40.75225,-73.97107,Entire home/apt,165,1,0,330
47613,35831833,"Large Apartment with Patio, Walk to Times Square!!",142408357,Manhattan,Midtown,40.75209,-73.96944,Entire home/apt,165,1,0,341
47630,35839537,Empire State Jazz! Superb location!,269585762,Manhattan,Midtown,40.748940000000005,-73.98788,Entire home/apt,99,1,2,264
47674,35864932,Best Location in NYC | 2 Bedroom Gem!,268066785,Manhattan,Midtown,40.75549,-73.96938,Entire home/apt,350,3,0,280
47681,35867271,Empire State Building Area,269579151,Manhattan,Midtown,40.74801,-73.98592,Entire home/apt,229,3,0,65
47738,35882973,Large studio - Heart of Union Square for 3-5 ppl!,28580275,Manhattan,Midtown,40.75795,-73.96566999999999,Entire home/apt,189,1,0,351
